PERNR	SUBTY	BEGDA	BETRG
248	0014	10.03.2015	0000000600.00
927	0014	10.03.2015	0000000100.00
1038	0014	10.03.2015	0000000800.00
938	0014	10.03.2015	0000000400.00
972	0014	10.03.2015	0000000700.00
205	0014	10.03.2015	0000000400.00
331	0014	10.03.2015	0000000300.00
930	0014	10.03.2015	0000000200.00
534	0014	10.03.2015	0000000300.00
673	0014	10.03.2015	0000000300.00
388	0014	10.03.2015	0000000600.00
407	0014	10.03.2015	0000000800.00
300	0014	10.03.2015	0000000100.00
803	0014	10.03.2015	0000000100.00
268	0014	10.03.2015	0000000800.00
682	0014	10.03.2015	0000000100.00
721	0014	10.03.2015	0000000600.00
179	0014	10.03.2015	0000000600.00
1076	0014	10.03.2015	0000000700.00
763	0014	10.03.2015	0000000700.00
287	0014	10.03.2015	0000000700.00
709	0014	10.03.2015	0000000800.00
768	0014	10.03.2015	0000000100.00
640	0014	10.03.2015	0000000300.00
1072	0014	10.03.2015	0000000700.00
583	0014	10.03.2015	0000000100.00
1096	0014	10.03.2015	0000000500.00
556	0014	10.03.2015	0000000600.00
1004	0014	10.03.2015	0000000200.00
290	0014	10.03.2015	0000000300.00
688	0014	10.03.2015	0000000400.00
740	0014	10.03.2015	0000000100.00
1097	0014	10.03.2015	0000000700.00
164	0014	10.03.2015	0000000500.00
747	0014	10.03.2015	0000000800.00
321	0014	10.03.2015	0000000700.00
552	0014	10.03.2015	0000000600.00
1045	0014	10.03.2015	0000000400.00
1068	0014	10.03.2015	0000000400.00
327	0014	10.03.2015	0000000800.00
811	0014	10.03.2015	0000000300.00
492	0014	10.03.2015	0000000800.00
920	0014	10.03.2015	0000000500.00
129	0014	10.03.2015	0000000400.00
570	0014	10.03.2015	0000000500.00
270	0014	10.03.2015	0000000300.00
892	0014	10.03.2015	0000000100.00
286	0014	10.03.2015	0000000500.00
386	0014	10.03.2015	0000000800.00
533	0014	10.03.2015	0000000400.00
1036	0014	10.03.2015	0000000600.00
219	0014	10.03.2015	0000000700.00
1014	0014	10.03.2015	0000000700.00
1077	0014	10.03.2015	0000000200.00
941	0014	10.03.2015	0000000200.00
572	0014	10.03.2015	0000000700.00
334	0014	10.03.2015	0000000500.00
1100	0014	10.03.2015	0000000400.00
678	0014	10.03.2015	0000000600.00
470	0014	10.03.2015	0000000200.00
948	0014	10.03.2015	0000000200.00
231	0014	10.03.2015	0000000200.00
514	0014	10.03.2015	0000000700.00
615	0014	10.03.2015	0000000800.00
697	0014	10.03.2015	0000000100.00
104	0014	10.03.2015	0000000500.00
410	0014	10.03.2015	0000000800.00
720	0014	10.03.2015	0000000500.00
264	0014	10.03.2015	0000000300.00
401	0014	10.03.2015	0000000100.00
214	0014	10.03.2015	0000000700.00
122	0014	10.03.2015	0000000100.00
550	0014	10.03.2015	0000000300.00
774	0014	10.03.2015	0000000400.00
966	0014	10.03.2015	0000000100.00
1093	0014	10.03.2015	0000000700.00
103	0014	10.03.2015	0000000200.00
1003	0014	10.03.2015	0000000800.00
663	0014	10.03.2015	0000000300.00
613	0014	10.03.2015	0000000400.00
825	0014	10.03.2015	0000000600.00
229	0014	10.03.2015	0000000100.00
591	0014	10.03.2015	0000000200.00
931	0014	10.03.2015	0000000400.00
311	0014	10.03.2015	0000000600.00
215	0014	10.03.2015	0000000200.00
298	0014	10.03.2015	0000000100.00
995	0014	10.03.2015	0000000700.00
483	0014	10.03.2015	0000000600.00
119	0014	10.03.2015	0000000200.00
462	0014	10.03.2015	0000000800.00
384	0014	10.03.2015	0000000500.00
284	0014	10.03.2015	0000000600.00
363	0014	10.03.2015	0000000600.00
855	0014	10.03.2015	0000000700.00
408	0014	10.03.2015	0000000300.00
415	0014	10.03.2015	0000000400.00
587	0014	10.03.2015	0000000800.00
291	0014	10.03.2015	0000000600.00
652	0014	10.03.2015	0000000300.00
417	0014	10.03.2015	0000000700.00
872	0014	10.03.2015	0000000100.00
991	0014	10.03.2015	0000000700.00
299	0014	10.03.2015	0000000700.00
377	0014	10.03.2015	0000000600.00
780	0014	10.03.2015	0000000300.00
754	0014	10.03.2015	0000000700.00
618	0014	10.03.2015	0000000100.00
420	0014	10.03.2015	0000000400.00
116	0014	10.03.2015	0000000800.00
694	0014	10.03.2015	0000000500.00
752	0014	10.03.2015	0000000200.00
178	0014	10.03.2015	0000000300.00
717	0014	10.03.2015	0000000400.00
542	0014	10.03.2015	0000000400.00
691	0014	10.03.2015	0000000800.00
150	0014	10.03.2015	0000000600.00
778	0014	10.03.2015	0000000700.00
1086	0014	10.03.2015	0000000500.00
1085	0014	10.03.2015	0000000500.00
472	0014	10.03.2015	0000000200.00
984	0014	10.03.2015	0000000800.00
574	0014	10.03.2015	0000000600.00
637	0014	10.03.2015	0000000700.00
162	0014	10.03.2015	0000000200.00
342	0014	10.03.2015	0000000400.00
779	0014	10.03.2015	0000000700.00
316	0014	10.03.2015	0000000400.00
671	0014	10.03.2015	0000000100.00
1099	0014	10.03.2015	0000000700.00
285	0014	10.03.2015	0000000600.00
654	0014	10.03.2015	0000000600.00
161	0014	10.03.2015	0000000300.00
267	0014	10.03.2015	0000000800.00
451	0014	10.03.2015	0000000700.00
929	0014	10.03.2015	0000000500.00
832	0014	10.03.2015	0000000400.00
841	0014	10.03.2015	0000000200.00
313	0014	10.03.2015	0000000800.00
288	0014	10.03.2015	0000000500.00
989	0014	10.03.2015	0000000700.00
303	0014	10.03.2015	0000000400.00
582	0014	10.03.2015	0000000200.00
102	0014	10.03.2015	0000000400.00
367	0014	10.03.2015	0000000300.00
225	0014	10.03.2015	0000000700.00
346	0014	10.03.2015	0000000300.00
452	0014	10.03.2015	0000000600.00
1066	0014	10.03.2015	0000000700.00
226	0014	10.03.2015	0000000500.00
704	0014	10.03.2015	0000000700.00
124	0014	10.03.2015	0000000700.00
510	0014	10.03.2015	0000000800.00
511	0014	10.03.2015	0000000100.00
714	0014	10.03.2015	0000000200.00
281	0014	10.03.2015	0000000100.00
645	0014	10.03.2015	0000000200.00
1069	0014	10.03.2015	0000000300.00
824	0014	10.03.2015	0000000700.00
1057	0014	10.03.2015	0000000700.00
944	0014	10.03.2015	0000000300.00
563	0014	10.03.2015	0000000100.00
866	0014	10.03.2015	0000000200.00
244	0014	10.03.2015	0000000200.00
466	0014	10.03.2015	0000000400.00
222	0014	10.03.2015	0000000800.00
1027	0014	10.03.2015	0000000400.00
507	0014	10.03.2015	0000000500.00
1039	0014	10.03.2015	0000000800.00
125	0014	10.03.2015	0000000500.00
382	0014	10.03.2015	0000000500.00
631	0014	10.03.2015	0000000500.00
435	0014	10.03.2015	0000000400.00
826	0014	10.03.2015	0000000600.00
871	0014	10.03.2015	0000000300.00
609	0014	10.03.2015	0000000700.00
183	0014	10.03.2015	0000000600.00
221	0014	10.03.2015	0000000400.00
130	0014	10.03.2015	0000000800.00
567	0014	10.03.2015	0000000700.00
324	0014	10.03.2015	0000000100.00
854	0014	10.03.2015	0000000300.00
443	0014	10.03.2015	0000000700.00
310	0014	10.03.2015	0000000300.00
396	0014	10.03.2015	0000000600.00
994	0014	10.03.2015	0000000300.00
484	0014	10.03.2015	0000000600.00
520	0014	10.03.2015	0000000300.00
997	0014	10.03.2015	0000000800.00
146	0014	10.03.2015	0000000500.00
493	0014	10.03.2015	0000000300.00
715	0014	10.03.2015	0000000500.00
223	0014	10.03.2015	0000000600.00
1037	0014	10.03.2015	0000000500.00
447	0014	10.03.2015	0000000700.00
366	0014	10.03.2015	0000000200.00
306	0014	10.03.2015	0000000600.00
758	0014	10.03.2015	0000000400.00
358	0014	10.03.2015	0000000700.00
403	0014	10.03.2015	0000000700.00
788	0014	10.03.2015	0000000800.00
1007	0014	10.03.2015	0000000300.00
312	0014	10.03.2015	0000000300.00
171	0014	10.03.2015	0000000800.00
369	0014	10.03.2015	0000000500.00
899	0014	10.03.2015	0000000200.00
807	0014	10.03.2015	0000000600.00
273	0014	10.03.2015	0000000600.00
686	0014	10.03.2015	0000000200.00
400	0014	10.03.2015	0000000500.00
782	0014	10.03.2015	0000000800.00
213	0014	10.03.2015	0000000200.00
672	0014	10.03.2015	0000000700.00
885	0014	10.03.2015	0000000400.00
271	0014	10.03.2015	0000000700.00
1012	0014	10.03.2015	0000000400.00
322	0014	10.03.2015	0000000600.00
191	0014	10.03.2015	0000000400.00
1009	0014	10.03.2015	0000000200.00
551	0014	10.03.2015	0000000500.00
188	0014	10.03.2015	0000000800.00
723	0014	10.03.2015	0000000700.00
947	0014	10.03.2015	0000000400.00
1098	0014	10.03.2015	0000000400.00
577	0014	10.03.2015	0000000600.00
707	0014	10.03.2015	0000000400.00
1033	0014	10.03.2015	0000000300.00
383	0014	10.03.2015	0000000100.00
535	0014	10.03.2015	0000000100.00
767	0014	10.03.2015	0000000100.00
656	0014	10.03.2015	0000000400.00
799	0014	10.03.2015	0000000600.00
357	0014	10.03.2015	0000000400.00
746	0014	10.03.2015	0000000100.00
531	0014	10.03.2015	0000000800.00
635	0014	10.03.2015	0000000400.00
693	0014	10.03.2015	0000000400.00
716	0014	10.03.2015	0000000100.00
473	0014	10.03.2015	0000000300.00
1062	0014	10.03.2015	0000000800.00
846	0014	10.03.2015	0000000800.00
804	0014	10.03.2015	0000000100.00
996	0014	10.03.2015	0000000500.00
917	0014	10.03.2015	0000000500.00
513	0014	10.03.2015	0000000500.00
819	0014	10.03.2015	0000000100.00
868	0014	10.03.2015	0000000300.00
669	0014	10.03.2015	0000000500.00
982	0014	10.03.2015	0000000100.00
773	0014	10.03.2015	0000000700.00
829	0014	10.03.2015	0000000300.00
174	0014	10.03.2015	0000000700.00
853	0014	10.03.2015	0000000100.00
135	0014	10.03.2015	0000000500.00
964	0014	10.03.2015	0000000700.00
801	0014	10.03.2015	0000000800.00
814	0014	10.03.2015	0000000600.00
258	0014	10.03.2015	0000000300.00
977	0014	10.03.2015	0000000500.00
701	0014	10.03.2015	0000000500.00
553	0014	10.03.2015	0000000100.00
790	0014	10.03.2015	0000000100.00
661	0014	10.03.2015	0000000600.00
755	0014	10.03.2015	0000000800.00
680	0014	10.03.2015	0000000200.00
437	0014	10.03.2015	0000000200.00
812	0014	10.03.2015	0000000700.00
176	0014	10.03.2015	0000000500.00
881	0014	10.03.2015	0000000200.00
980	0014	10.03.2015	0000000500.00
304	0014	10.03.2015	0000000100.00
275	0014	10.03.2015	0000000200.00
455	0014	10.03.2015	0000000300.00
786	0014	10.03.2015	0000000800.00
1070	0014	10.03.2015	0000000500.00
1015	0014	10.03.2015	0000000300.00
603	0014	10.03.2015	0000000100.00
340	0014	10.03.2015	0000000200.00
260	0014	10.03.2015	0000000500.00
1063	0014	10.03.2015	0000000200.00
445	0014	10.03.2015	0000000200.00
643	0014	10.03.2015	0000000800.00
419	0014	10.03.2015	0000000500.00
665	0014	10.03.2015	0000000600.00
558	0014	10.03.2015	0000000500.00
564	0014	10.03.2015	0000000600.00
372	0014	10.03.2015	0000000800.00
343	0014	10.03.2015	0000000700.00
874	0014	10.03.2015	0000000400.00
450	0014	10.03.2015	0000000200.00
710	0014	10.03.2015	0000000400.00
1018	0014	10.03.2015	0000000700.00
195	0014	10.03.2015	0000000800.00
280	0014	10.03.2015	0000000700.00
815	0014	10.03.2015	0000000400.00
1092	0014	10.03.2015	0000000200.00
990	0014	10.03.2015	0000000300.00
943	0014	10.03.2015	0000000300.00
251	0014	10.03.2015	0000000400.00
261	0014	10.03.2015	0000000200.00
664	0014	10.03.2015	0000000100.00
884	0014	10.03.2015	0000000700.00
521	0014	10.03.2015	0000000700.00
463	0014	10.03.2015	0000000300.00
112	0014	10.03.2015	0000000300.00
117	0014	10.03.2015	0000000500.00
1031	0014	10.03.2015	0000000100.00
950	0014	10.03.2015	0000000100.00
529	0014	10.03.2015	0000000300.00
368	0014	10.03.2015	0000000400.00
263	0014	10.03.2015	0000000100.00
622	0014	10.03.2015	0000000600.00
789	0014	10.03.2015	0000000400.00
713	0014	10.03.2015	0000000400.00
133	0014	10.03.2015	0000000400.00
345	0014	10.03.2015	0000000200.00
497	0014	10.03.2015	0000000400.00
359	0014	10.03.2015	0000000600.00
662	0014	10.03.2015	0000000300.00
232	0014	10.03.2015	0000000600.00
136	0014	10.03.2015	0000000800.00
459	0014	10.03.2015	0000000300.00
1021	0014	10.03.2015	0000000100.00
596	0014	10.03.2015	0000000200.00
719	0014	10.03.2015	0000000800.00
706	0014	10.03.2015	0000000800.00
692	0014	10.03.2015	0000000300.00
159	0014	10.03.2015	0000000400.00
960	0014	10.03.2015	0000000300.00
555	0014	10.03.2015	0000000200.00
642	0014	10.03.2015	0000000500.00
526	0014	10.03.2015	0000000100.00
424	0014	10.03.2015	0000000400.00
114	0014	10.03.2015	0000000500.00
362	0014	10.03.2015	0000000800.00
849	0014	10.03.2015	0000000600.00
1041	0014	10.03.2015	0000000100.00
1058	0014	10.03.2015	0000000200.00
940	0014	10.03.2015	0000000100.00
405	0014	10.03.2015	0000000400.00
375	0014	10.03.2015	0000000500.00
105	0014	10.03.2015	0000000600.00
355	0014	10.03.2015	0000000800.00
639	0014	10.03.2015	0000000600.00
262	0014	10.03.2015	0000000300.00
750	0014	10.03.2015	0000000600.00
411	0014	10.03.2015	0000000100.00
439	0014	10.03.2015	0000000800.00
742	0014	10.03.2015	0000000200.00
969	0014	10.03.2015	0000000300.00
632	0014	10.03.2015	0000000500.00
1034	0014	10.03.2015	0000000500.00
676	0014	10.03.2015	0000000500.00
921	0014	10.03.2015	0000000400.00
126	0014	10.03.2015	0000000100.00
207	0014	10.03.2015	0000000700.00
170	0014	10.03.2015	0000000700.00
434	0014	10.03.2015	0000000300.00
1040	0014	10.03.2015	0000000300.00
756	0014	10.03.2015	0000000300.00
239	0014	10.03.2015	0000000300.00
1035	0014	10.03.2015	0000000400.00
1087	0014	10.03.2015	0000000500.00
581	0014	10.03.2015	0000000300.00
602	0014	10.03.2015	0000000400.00
683	0014	10.03.2015	0000000100.00
611	0014	10.03.2015	0000000700.00
897	0014	10.03.2015	0000000300.00
537	0014	10.03.2015	0000000500.00
722	0014	10.03.2015	0000000600.00
418	0014	10.03.2015	0000000400.00
594	0014	10.03.2015	0000000100.00
197	0014	10.03.2015	0000000100.00
147	0014	10.03.2015	0000000300.00
525	0014	10.03.2015	0000000100.00
184	0014	10.03.2015	0000000600.00
115	0014	10.03.2015	0000000400.00
877	0014	10.03.2015	0000000700.00
670	0014	10.03.2015	0000000200.00
517	0014	10.03.2015	0000000800.00
887	0014	10.03.2015	0000000600.00
1094	0014	10.03.2015	0000000100.00
998	0014	10.03.2015	0000000300.00
634	0014	10.03.2015	0000000600.00
198	0014	10.03.2015	0000000400.00
592	0014	10.03.2015	0000000400.00
157	0014	10.03.2015	0000000100.00
1101	0014	10.03.2015	0000000100.00
685	0014	10.03.2015	0000000600.00
438	0014	10.03.2015	0000000500.00
732	0014	10.03.2015	0000000400.00
988	0014	10.03.2015	0000000200.00
857	0014	10.03.2015	0000000300.00
1073	0014	10.03.2015	0000000400.00
296	0014	10.03.2015	0000000400.00
113	0014	10.03.2015	0000000500.00
861	0014	10.03.2015	0000000600.00
478	0014	10.03.2015	0000000500.00
108	0014	10.03.2015	0000000800.00
500	0014	10.03.2015	0000000300.00
650	0014	10.03.2015	0000000100.00
337	0014	10.03.2015	0000000500.00
431	0014	10.03.2015	0000000700.00
607	0014	10.03.2015	0000000400.00
726	0014	10.03.2015	0000000200.00
506	0014	10.03.2015	0000000200.00
468	0014	10.03.2015	0000000500.00
545	0014	10.03.2015	0000000300.00
491	0014	10.03.2015	0000000500.00
227	0014	10.03.2015	0000000800.00
870	0014	10.03.2015	0000000400.00
199	0014	10.03.2015	0000000200.00
142	0014	10.03.2015	0000000200.00
203	0014	10.03.2015	0000000600.00
610	0014	10.03.2015	0000000500.00
155	0014	10.03.2015	0000000200.00
879	0014	10.03.2015	0000000500.00
426	0014	10.03.2015	0000000500.00
806	0014	10.03.2015	0000000700.00
915	0014	10.03.2015	0000000800.00
395	0014	10.03.2015	0000000600.00
1071	0014	10.03.2015	0000000400.00
597	0014	10.03.2015	0000000800.00
604	0014	10.03.2015	0000000200.00
387	0014	10.03.2015	0000000300.00
975	0014	10.03.2015	0000000200.00
169	0014	10.03.2015	0000000700.00
238	0014	10.03.2015	0000000500.00
307	0014	10.03.2015	0000000300.00
628	0014	10.03.2015	0000000700.00
272	0014	10.03.2015	0000000800.00
392	0014	10.03.2015	0000000300.00
698	0014	10.03.2015	0000000600.00
212	0014	10.03.2015	0000000100.00
210	0014	10.03.2015	0000000100.00
479	0014	10.03.2015	0000000400.00
954	0014	10.03.2015	0000000800.00
192	0014	10.03.2015	0000000800.00
880	0014	10.03.2015	0000000600.00
180	0014	10.03.2015	0000000600.00
896	0014	10.03.2015	0000000600.00
370	0014	10.03.2015	0000000300.00
101	0014	10.03.2015	0000000400.00
234	0014	10.03.2015	0000000200.00
1056	0014	10.03.2015	0000000200.00
109	0014	10.03.2015	0000000700.00
110	0014	10.03.2015	0000000400.00
820	0014	10.03.2015	0000000100.00
365	0014	10.03.2015	0000000500.00
532	0014	10.03.2015	0000000500.00
127	0014	10.03.2015	0000000300.00
575	0014	10.03.2015	0000000800.00
1006	0014	10.03.2015	0000000200.00
913	0014	10.03.2015	0000000800.00
1010	0014	10.03.2015	0000000200.00
404	0014	10.03.2015	0000000700.00
992	0014	10.03.2015	0000000100.00
1052	0014	10.03.2015	0000000500.00
946	0014	10.03.2015	0000000200.00
314	0014	10.03.2015	0000000300.00
145	0014	10.03.2015	0000000700.00
137	0014	10.03.2015	0000000800.00
448	0014	10.03.2015	0000000800.00
379	0014	10.03.2015	0000000500.00
516	0014	10.03.2015	0000000700.00
151	0014	10.03.2015	0000000500.00
1028	0014	10.03.2015	0000000500.00
336	0014	10.03.2015	0000000400.00
301	0014	10.03.2015	0000000500.00
458	0014	10.03.2015	0000000600.00
599	0014	10.03.2015	0000000500.00
356	0014	10.03.2015	0000000400.00
633	0014	10.03.2015	0000000700.00
712	0014	10.03.2015	0000000400.00
1048	0014	10.03.2015	0000000300.00
118	0014	10.03.2015	0000000400.00
905	0014	10.03.2015	0000000800.00
764	0014	10.03.2015	0000000600.00
816	0014	10.03.2015	0000000500.00
442	0014	10.03.2015	0000000500.00
828	0014	10.03.2015	0000000100.00
668	0014	10.03.2015	0000000800.00
730	0014	10.03.2015	0000000700.00
794	0014	10.03.2015	0000000600.00
731	0014	10.03.2015	0000000100.00
659	0014	10.03.2015	0000000500.00
402	0014	10.03.2015	0000000800.00
487	0014	10.03.2015	0000000600.00
904	0014	10.03.2015	0000000100.00
433	0014	10.03.2015	0000000600.00
354	0014	10.03.2015	0000000200.00
924	0014	10.03.2015	0000000500.00
889	0014	10.03.2015	0000000300.00
620	0014	10.03.2015	0000000500.00
918	0014	10.03.2015	0000000700.00
1011	0014	10.03.2015	0000000400.00
302	0014	10.03.2015	0000000100.00
919	0014	10.03.2015	0000000100.00
675	0014	10.03.2015	0000000400.00
1047	0014	10.03.2015	0000000200.00
1075	0014	10.03.2015	0000000800.00
953	0014	10.03.2015	0000000500.00
216	0014	10.03.2015	0000000600.00
277	0014	10.03.2015	0000000200.00
978	0014	10.03.2015	0000000800.00
228	0014	10.03.2015	0000000100.00
138	0014	10.03.2015	0000000400.00
792	0014	10.03.2015	0000000300.00
696	0014	10.03.2015	0000000400.00
477	0014	10.03.2015	0000000700.00
626	0014	10.03.2015	0000000800.00
328	0014	10.03.2015	0000000200.00
471	0014	10.03.2015	0000000200.00
595	0014	10.03.2015	0000000800.00
955	0014	10.03.2015	0000000200.00
1043	0014	10.03.2015	0000000600.00
283	0014	10.03.2015	0000000600.00
999	0014	10.03.2015	0000000600.00
430	0014	10.03.2015	0000000100.00
208	0014	10.03.2015	0000000800.00
1081	0014	10.03.2015	0000000600.00
791	0014	10.03.2015	0000000300.00
486	0014	10.03.2015	0000000600.00
647	0014	10.03.2015	0000000200.00
958	0014	10.03.2015	0000000600.00
131	0014	10.03.2015	0000000200.00
705	0014	10.03.2015	0000000400.00
158	0014	10.03.2015	0000000500.00
562	0014	10.03.2015	0000000200.00
172	0014	10.03.2015	0000000400.00
651	0014	10.03.2015	0000000300.00
1049	0014	10.03.2015	0000000600.00
657	0014	10.03.2015	0000000800.00
1044	0014	10.03.2015	0000000400.00
276	0014	10.03.2015	0000000700.00
914	0014	10.03.2015	0000000200.00
351	0014	10.03.2015	0000000100.00
193	0014	10.03.2015	0000000200.00
490	0014	10.03.2015	0000000700.00
738	0014	10.03.2015	0000000500.00
211	0014	10.03.2015	0000000600.00
549	0014	10.03.2015	0000000200.00
796	0014	10.03.2015	0000000700.00
422	0014	10.03.2015	0000000600.00
547	0014	10.03.2015	0000000500.00
257	0014	10.03.2015	0000000500.00
