PERNR	SUBTY	BEGDA	BETRG
230814	2017	30.12.2015	0000128339.87
231247	2017	30.12.2015	0000072761.29
231432	2017	30.12.2015	0000041803.57
231842	2017	30.12.2015	0000138237.02
231898	2017	30.12.2015	0000017416.53
232361	2017	30.12.2015	0000438043.38
232751	2017	30.12.2015	0000199326.33
232894	2017	30.12.2015	0000056245.38
233231	2017	30.12.2015	0000046894.12
233283	2017	30.12.2015	0000081859.60
233717	2017	30.12.2015	0000025975.02
234077	2017	30.12.2015	0000197487.92
234259	2017	30.12.2015	0000231350.21
234989	2017	30.12.2015	0000089375.33
235121	2017	30.12.2015	0000039967.70
235209	2017	30.12.2015	0000171803.26
235858	2017	30.12.2015	0000154167.00
235973	2017	30.12.2015	0000143547.66
237464	2017	30.12.2015	0000075404.20
237673	2017	30.12.2015	0000083748.29
237981	2017	30.12.2015	0000007289.39
238192	2017	30.12.2015	0000030233.47
238321	2017	30.12.2015	0000099815.24
238335	2017	30.12.2015	0000145908.36
238531	2017	30.12.2015	0000007066.04
238726	2017	30.12.2015	0000073302.13
238774	2017	30.12.2015	0000084492.77
238967	2017	30.12.2015	0000056457.94
238968	2017	30.12.2015	0000020944.95
239144	2017	30.12.2015	0000066625.19
239225	2017	30.12.2015	0000077543.63
239258	2017	30.12.2015	0000058633.45
239279	2017	30.12.2015	0000105143.82
239280	2017	30.12.2015	0000180833.42
239465	2017	30.12.2015	0000065513.09
239595	2017	30.12.2015	0000084289.24
239695	2017	30.12.2015	0000024411.02
239880	2017	30.12.2015	0000140000.41
239953	2017	30.12.2015	0000108920.71
240190	2017	30.12.2015	0000176877.88
240194	2017	30.12.2015	0000122186.18
240209	2017	30.12.2015	0000140324.20
240211	2017	30.12.2015	0000134901.93
240286	2017	30.12.2015	0000054144.47
240290	2017	30.12.2015	0000155835.67
240300	2017	30.12.2015	0000038343.53
240304	2017	30.12.2015	0000079399.52
240329	2017	30.12.2015	0000141991.73
240330	2017	30.12.2015	0000119901.41
240347	2017	30.12.2015	0000053004.53
240350	2017	30.12.2015	0000144084.05
240352	2017	30.12.2015	0000305232.59
240357	2017	30.12.2015	0000019075.41
240364	2017	30.12.2015	0000018243.68
240369	2017	30.12.2015	0000041823.61
240406	2017	30.12.2015	0000149205.58
240415	2017	30.12.2015	0000014340.94
240432	2017	30.12.2015	0000044730.85
240451	2017	30.12.2015	0000131430.49
240467	2017	30.12.2015	0000175606.74
240481	2017	30.12.2015	0000012214.81
240495	2017	30.12.2015	0000115172.10
240498	2017	30.12.2015	0000015618.66
240506	2017	30.12.2015	0000014813.08
240511	2017	30.12.2015	0000035688.09
240512	2017	30.12.2015	0000037227.89
240514	2017	30.12.2015	0000002446.13
240517	2017	30.12.2015	0000053172.85
240519	2017	30.12.2015	0000064783.52
240534	2017	30.12.2015	0000094227.30
240556	2017	30.12.2015	0000009724.31
240564	2017	30.12.2015	0000072605.18
240577	2017	30.12.2015	0000068181.17
240591	2017	30.12.2015	0000069528.44
240608	2017	30.12.2015	0000020235.89
240621	2017	30.12.2015	0000038271.50
240631	2017	30.12.2015	0000018213.69
240633	2017	30.12.2015	0000262528.20
240637	2017	30.12.2015	0000004555.00
240644	2017	30.12.2015	0000003000.00
240646	2017	30.12.2015	0000071882.76
240658	2017	30.12.2015	0000066996.43
240666	2017	30.12.2015	0000107216.28
240685	2017	30.12.2015	0000036127.98
240698	2017	30.12.2015	0000015059.22
240704	2017	30.12.2015	0000059982.49
240705	2017	30.12.2015	0000054134.74
240706	2017	30.12.2015	0000050807.16
240716	2017	30.12.2015	0000074252.73
240717	2017	30.12.2015	0000183094.68
240730	2017	30.12.2015	0000118434.82
240738	2017	30.12.2015	0000035609.31
240742	2017	30.12.2015	0000020140.94
240744	2017	30.12.2015	0000027310.70
240752	2017	30.12.2015	0000089066.01
240757	2017	30.12.2015	0000161915.98
240759	2017	30.12.2015	0000085752.06
240777	2017	30.12.2015	0000040676.68
240790	2017	30.12.2015	0000040665.39
240793	2017	30.12.2015	0000055547.76
240794	2017	30.12.2015	0000029533.29
240797	2017	30.12.2015	0000024221.35
240805	2017	30.12.2015	0000030468.78
240811	2017	30.12.2015	0000088663.28
240813	2017	30.12.2015	0000042416.94
240820	2017	30.12.2015	0000015340.54
240821	2017	30.12.2015	0000135703.70
240822	2017	30.12.2015	0000131900.87
240827	2017	30.12.2015	0000141608.09
240828	2017	30.12.2015	0000024213.77
240838	2017	30.12.2015	0000155512.51
240847	2017	30.12.2015	0000130597.70
240852	2017	30.12.2015	0000110107.02
240860	2017	30.12.2015	0000096723.12
240896	2017	30.12.2015	0000026993.90
240898	2017	30.12.2015	0000023797.11
240912	2017	30.12.2015	0000030243.07
240913	2017	30.12.2015	0000025983.27
240919	2017	30.12.2015	0000170013.19
240926	2017	30.12.2015	0000127553.26
240931	2017	30.12.2015	0000112998.55
240932	2017	30.12.2015	0000145008.70
240943	2017	30.12.2015	0000078769.63
240947	2017	30.12.2015	0000134632.88
240956	2017	30.12.2015	0000014478.83
240962	2017	30.12.2015	0000059774.14
240963	2017	30.12.2015	0000067442.02
240969	2017	30.12.2015	0000079904.84
240971	2017	30.12.2015	0000095187.80
240973	2017	30.12.2015	0000301874.89
240978	2017	30.12.2015	0000089210.10
240981	2017	30.12.2015	0000042749.92
240985	2017	30.12.2015	0000024546.22
240993	2017	30.12.2015	0000011151.00
241003	2017	30.12.2015	0000084024.80
241011	2017	30.12.2015	0000087030.56
241014	2017	30.12.2015	0000170791.41
241018	2017	30.12.2015	0000086922.09
241030	2017	30.12.2015	0000023706.85
241034	2017	30.12.2015	0000036154.71
241046	2017	30.12.2015	0000098192.09
241052	2017	30.12.2015	0000096906.80
241056	2017	30.12.2015	0000022487.81
241062	2017	30.12.2015	0000067981.47
241093	2017	30.12.2015	0000066523.44
241099	2017	30.12.2015	0000224976.26
241104	2017	30.12.2015	0000044930.95
241110	2017	30.12.2015	0000033010.66
241112	2017	30.12.2015	0000196796.57
241141	2017	30.12.2015	0000049358.38
241158	2017	30.12.2015	0000068058.57
241160	2017	30.12.2015	0000114110.45
241187	2017	30.12.2015	0000160615.69
241188	2017	30.12.2015	0000040031.43
241197	2017	30.12.2015	0000016484.15
241200	2017	30.12.2015	0000041966.57
241201	2017	30.12.2015	0000127433.08
241208	2017	30.12.2015	0000087365.34
241215	2017	30.12.2015	0000076112.35
241219	2017	30.12.2015	0000093858.81
241230	2017	30.12.2015	0000055343.88
241242	2017	30.12.2015	0000032129.21
241257	2017	30.12.2015	0000437845.39
241262	2017	30.12.2015	0000117368.42
241269	2017	30.12.2015	0000028484.77
241270	2017	30.12.2015	0000041460.53
241274	2017	30.12.2015	0000262943.84
241278	2017	30.12.2015	0000047941.96
241279	2017	30.12.2015	0000087474.03
241280	2017	30.12.2015	0000180108.23
241281	2017	30.12.2015	0000067874.68
241293	2017	30.12.2015	0000032471.90
241295	2017	30.12.2015	0000068150.35
241301	2017	30.12.2015	0000272413.53
241304	2017	30.12.2015	0000096623.04
241305	2017	30.12.2015	0000045249.00
241319	2017	30.12.2015	0000098717.11
241331	2017	30.12.2015	0000064343.20
241334	2017	30.12.2015	0000255068.98
241335	2017	30.12.2015	0000014767.80
241340	2017	30.12.2015	0000045454.08
241373	2017	30.12.2015	0000074773.05
241375	2017	30.12.2015	0000059441.94
241376	2017	30.12.2015	0000034480.92
241379	2017	30.12.2015	0000159184.11
241383	2017	30.12.2015	0000023545.47
241385	2017	30.12.2015	0000042663.63
241396	2017	30.12.2015	0000466724.60
241402	2017	30.12.2015	0000138796.36
241406	2017	30.12.2015	0000143794.87
241413	2017	30.12.2015	0000072698.22
241416	2017	30.12.2015	0000035928.70
241421	2017	30.12.2015	0000024495.32
241437	2017	30.12.2015	0000028241.53
241440	2017	30.12.2015	0000187833.38
241442	2017	30.12.2015	0000147936.34
241444	2017	30.12.2015	0000020279.17
241447	2017	30.12.2015	0000078069.70
241456	2017	30.12.2015	0000049890.00
241462	2017	30.12.2015	0000102658.86
241470	2017	30.12.2015	0000025077.82
241476	2017	30.12.2015	0000077823.35
241480	2017	30.12.2015	0000014974.92
241481	2017	30.12.2015	0000132273.41
241491	2017	30.12.2015	0000004677.00
241495	2017	30.12.2015	0000048106.69
241502	2017	30.12.2015	0000020313.94
241516	2017	30.12.2015	0000032586.11
241517	2017	30.12.2015	0000078325.93
241522	2017	30.12.2015	0000041348.04
241524	2017	30.12.2015	0000050184.85
241525	2017	30.12.2015	0000101483.17
241537	2017	30.12.2015	0000092140.50
241541	2017	30.12.2015	0000148782.51
241556	2017	30.12.2015	0000046723.70
241557	2017	30.12.2015	0000042939.55
241566	2017	30.12.2015	0000056917.00
241576	2017	30.12.2015	0000043147.81
241577	2017	30.12.2015	0000093533.40
241582	2017	30.12.2015	0000058606.34
241587	2017	30.12.2015	0000074017.51
241602	2017	30.12.2015	0000044206.02
241605	2017	30.12.2015	0000054691.57
241608	2017	30.12.2015	0000084792.80
241610	2017	30.12.2015	0000061708.90
241611	2017	30.12.2015	0000072987.34
241614	2017	30.12.2015	0000135216.06
241621	2017	30.12.2015	0000077497.26
241623	2017	30.12.2015	0000026268.41
241624	2017	30.12.2015	0000048930.71
241633	2017	30.12.2015	0000063441.87
241635	2017	30.12.2015	0000067418.06
241641	2017	30.12.2015	0000206332.24
241654	2017	30.12.2015	0000050080.08
241655	2017	30.12.2015	0000024437.15
241660	2017	30.12.2015	0000039609.39
241664	2017	30.12.2015	0000043999.78
241672	2017	30.12.2015	0000026148.66
241673	2017	30.12.2015	0000092655.93
241675	2017	30.12.2015	0000073457.65
241677	2017	30.12.2015	0000040622.79
241682	2017	30.12.2015	0000148881.06
241685	2017	30.12.2015	0000103705.28
241686	2017	30.12.2015	0000161210.68
241688	2017	30.12.2015	0000072738.26
241689	2017	30.12.2015	0000042727.36
241693	2017	30.12.2015	0000129505.95
241695	2017	30.12.2015	0000180901.41
241702	2017	30.12.2015	0000068989.58
241703	2017	30.12.2015	0000027368.12
241706	2017	30.12.2015	0000016940.24
241709	2017	30.12.2015	0000051127.19
241739	2017	30.12.2015	0000031187.42
241741	2017	30.12.2015	0000057028.52
241754	2017	30.12.2015	0000142334.34
241755	2017	30.12.2015	0000198188.18
241761	2017	30.12.2015	0000081984.17
241763	2017	30.12.2015	0000030131.89
241764	2017	30.12.2015	0000020514.02
241765	2017	30.12.2015	0000004525.20
241770	2017	30.12.2015	0000016343.79
241771	2017	30.12.2015	0000028982.48
241774	2017	30.12.2015	0000197653.09
241776	2017	30.12.2015	0000044147.41
241777	2017	30.12.2015	0000114239.92
241787	2017	30.12.2015	0000014817.38
241789	2017	30.12.2015	0000125166.37
241790	2017	30.12.2015	0000003000.00
241791	2017	30.12.2015	0000084937.50
241798	2017	30.12.2015	0000006721.44
241811	2017	30.12.2015	0000039024.28
241819	2017	30.12.2015	0000019726.95
241821	2017	30.12.2015	0000054193.19
241822	2017	30.12.2015	0000051756.36
241824	2017	30.12.2015	0000058843.98
241827	2017	30.12.2015	0000036774.79
241829	2017	30.12.2015	0000040160.82
241833	2017	30.12.2015	0000067136.06
241834	2017	30.12.2015	0000018871.31
241841	2017	30.12.2015	0000236510.88
241843	2017	30.12.2015	0000076389.61
241847	2017	30.12.2015	0000031965.55
241848	2017	30.12.2015	0000063167.91
241854	2017	30.12.2015	0000116994.79
241856	2017	30.12.2015	0000086025.41
241857	2017	30.12.2015	0000034199.43
241859	2017	30.12.2015	0000121024.60
241861	2017	30.12.2015	0000056832.51
241862	2017	30.12.2015	0000005424.33
241864	2017	30.12.2015	0000135576.92
241867	2017	30.12.2015	0000004883.20
241878	2017	30.12.2015	0000094664.54
241881	2017	30.12.2015	0000141288.61
241882	2017	30.12.2015	0000087924.76
241883	2017	30.12.2015	0000098310.83
241886	2017	30.12.2015	0000072632.61
241887	2017	30.12.2015	0000003444.00
241890	2017	30.12.2015	0000039969.00
241892	2017	30.12.2015	0000049357.26
241893	2017	30.12.2015	0000089192.25
241894	2017	30.12.2015	0000013827.60
241901	2017	30.12.2015	0000089510.47
241903	2017	30.12.2015	0000033230.28
241905	2017	30.12.2015	0000003825.11
241907	2017	30.12.2015	0000085429.00
241910	2017	30.12.2015	0000026766.42
241913	2017	30.12.2015	0000024324.75
241921	2017	30.12.2015	0000038943.19
241926	2017	30.12.2015	0000063205.83
241928	2017	30.12.2015	0000062874.58
241929	2017	30.12.2015	0000076655.73
241931	2017	30.12.2015	0000019008.91
241944	2017	30.12.2015	0000057933.38
241953	2017	30.12.2015	0000066356.56
241955	2017	30.12.2015	0000026477.96
241957	2017	30.12.2015	0000009919.60
241958	2017	30.12.2015	0000035790.35
241960	2017	30.12.2015	0000013907.95
241966	2017	30.12.2015	0000081145.36
241967	2017	30.12.2015	0000053171.39
241976	2017	30.12.2015	0000039205.68
241985	2017	30.12.2015	0000067213.07
241988	2017	30.12.2015	0000118764.30
241990	2017	30.12.2015	0000022463.36
241994	2017	30.12.2015	0000053599.86
241995	2017	30.12.2015	0000058922.06
242005	2017	30.12.2015	0000046651.87
242006	2017	30.12.2015	0000066333.96
242007	2017	30.12.2015	0000037793.15
242008	2017	30.12.2015	0000062864.49
242015	2017	30.12.2015	0000049500.54
242016	2017	30.12.2015	0000032092.34
242017	2017	30.12.2015	0000095156.91
242028	2017	30.12.2015	0000049467.12
242030	2017	30.12.2015	0000113181.81
242032	2017	30.12.2015	0000011464.68
242033	2017	30.12.2015	0000020404.63
242034	2017	30.12.2015	0000045144.74
242036	2017	30.12.2015	0000055973.59
242039	2017	30.12.2015	0000053954.20
242040	2017	30.12.2015	0000049627.17
242041	2017	30.12.2015	0000074182.51
242043	2017	30.12.2015	0000037105.81
242045	2017	30.12.2015	0000097646.99
242047	2017	30.12.2015	0000116597.39
242053	2017	30.12.2015	0000059396.14
242054	2017	30.12.2015	0000015012.89
242056	2017	30.12.2015	0000004126.46
242063	2017	30.12.2015	0000022181.71
242064	2017	30.12.2015	0000054831.73
242066	2017	30.12.2015	0000048620.50
242067	2017	30.12.2015	0000014376.29
242075	2017	30.12.2015	0000043398.20
242079	2017	30.12.2015	0000094589.40
242088	2017	30.12.2015	0000047277.31
242093	2017	30.12.2015	0000077562.68
242097	2017	30.12.2015	0000106127.33
242098	2017	30.12.2015	0000009106.44
242100	2017	30.12.2015	0000038816.50
242102	2017	30.12.2015	0000028311.59
242103	2017	30.12.2015	0000049841.33
242104	2017	30.12.2015	0000009625.57
242105	2017	30.12.2015	0000051418.38
242107	2017	30.12.2015	0000027714.84
242110	2017	30.12.2015	0000062591.41
242111	2017	30.12.2015	0000017958.85
242114	2017	30.12.2015	0000042069.39
242117	2017	30.12.2015	0000036033.79
242119	2017	30.12.2015	0000023770.38
242122	2017	30.12.2015	0000033226.36
242123	2017	30.12.2015	0000082254.40
242124	2017	30.12.2015	0000175221.64
242126	2017	30.12.2015	0000029192.53
242127	2017	30.12.2015	0000133775.20
242129	2017	30.12.2015	0000020727.35
242130	2017	30.12.2015	0000045224.58
242131	2017	30.12.2015	0000039632.97
242132	2017	30.12.2015	0000036406.30
242133	2017	30.12.2015	0000035153.40
242134	2017	30.12.2015	0000014283.09
242138	2017	30.12.2015	0000023443.49
242141	2017	30.12.2015	0000016663.44
242142	2017	30.12.2015	0000015913.20
242143	2017	30.12.2015	0000010725.76
242150	2017	30.12.2015	0000017835.58
242151	2017	30.12.2015	0000035420.10
242153	2017	30.12.2015	0000033570.19
242155	2017	30.12.2015	0000031192.48
242157	2017	30.12.2015	0000024957.95
242162	2017	30.12.2015	0000036846.24
242163	2017	30.12.2015	0000047881.39
242166	2017	30.12.2015	0000024572.41
242167	2017	30.12.2015	0000023370.64
242169	2017	30.12.2015	0000011676.30
242171	2017	30.12.2015	0000027098.16
242173	2017	30.12.2015	0000043087.50
242174	2017	30.12.2015	0000018516.91
242175	2017	30.12.2015	0000054801.00
242178	2017	30.12.2015	0000039522.15
242179	2017	30.12.2015	0000036261.68
242180	2017	30.12.2015	0000007030.50
242183	2017	30.12.2015	0000022690.43
242188	2017	30.12.2015	0000047211.30
242189	2017	30.12.2015	0000003786.70
242190	2017	30.12.2015	0000063911.65
242192	2017	30.12.2015	0000029610.35
242193	2017	30.12.2015	0000016446.05
242197	2017	30.12.2015	0000020391.82
242198	2017	30.12.2015	0000074025.52
242199	2017	30.12.2015	0000034782.68
242201	2017	30.12.2015	0000035650.22
242202	2017	30.12.2015	0000037543.15
242204	2017	30.12.2015	0000089204.39
242205	2017	30.12.2015	0000144701.84
242207	2017	30.12.2015	0000064491.18
242210	2017	30.12.2015	0000107209.70
242211	2017	30.12.2015	0000030942.55
242212	2017	30.12.2015	0000008130.08
242219	2017	30.12.2015	0000024629.08
242220	2017	30.12.2015	0000022033.73
242221	2017	30.12.2015	0000013011.13
242222	2017	30.12.2015	0000034962.69
242224	2017	30.12.2015	0000058479.86
242228	2017	30.12.2015	0000054115.72
242230	2017	30.12.2015	0000010925.84
242231	2017	30.12.2015	0000011605.33
242232	2017	30.12.2015	0000023722.86
242233	2017	30.12.2015	0000028868.78
242234	2017	30.12.2015	0000021956.94
242243	2017	30.12.2015	0000022591.82
242244	2017	30.12.2015	0000072146.45
242247	2017	30.12.2015	0000038319.41
242251	2017	30.12.2015	0000028701.04
242252	2017	30.12.2015	0000021842.10
242255	2017	30.12.2015	0000013804.04
242257	2017	30.12.2015	0000055539.17
242258	2017	30.12.2015	0000013235.02
242259	2017	30.12.2015	0000013795.84
242262	2017	30.12.2015	0000022868.86
242264	2017	30.12.2015	0000008587.05
242267	2017	30.12.2015	0000017826.40
242270	2017	30.12.2015	0000020220.30
242271	2017	30.12.2015	0000013650.03
242272	2017	30.12.2015	0000013208.47
242275	2017	30.12.2015	0000014320.42
242276	2017	30.12.2015	0000007228.48
242277	2017	30.12.2015	0000074569.50
242278	2017	30.12.2015	0000007657.04
242279	2017	30.12.2015	0000050663.40
242280	2017	30.12.2015	0000015326.72
242281	2017	30.12.2015	0000022813.85
242282	2017	30.12.2015	0000030349.94
242284	2017	30.12.2015	0000017920.00
242286	2017	30.12.2015	0000011485.56
242288	2017	30.12.2015	0000007858.72
242290	2017	30.12.2015	0000013844.78
242291	2017	30.12.2015	0000027106.80
242293	2017	30.12.2015	0000003614.24
242295	2017	30.12.2015	0000032978.60
242297	2017	30.12.2015	0000032455.50
242299	2017	30.12.2015	0000103573.83
242300	2017	30.12.2015	0000017241.46
242301	2017	30.12.2015	0000033701.40
242302	2017	30.12.2015	0000015411.60
242303	2017	30.12.2015	0000010814.16
242304	2017	30.12.2015	0000062232.60
242308	2017	30.12.2015	0000026600.60
242309	2017	30.12.2015	0000003020.16
242311	2017	30.12.2015	0000011899.04
242313	2017	30.12.2015	0000008612.94
242314	2017	30.12.2015	0000013827.60
242315	2017	30.12.2015	0000005320.96
242316	2017	30.12.2015	0000025762.38
242318	2017	30.12.2015	0000011406.68
242319	2017	30.12.2015	0000005865.50
242323	2017	30.12.2015	0000007149.94
242324	2017	30.12.2015	0000021206.58
242341	2017	30.12.2015	0000006052.50
242383	2017	30.12.2015	0000010429.74
242384	2017	30.12.2015	0000015130.20
242385	2017	30.12.2015	0000020440.28
242394	2017	30.12.2015	0000005033.60
242395	2017	30.12.2015	0000009050.40
