PERNR	SUBTY	BEGDA	BETRG
238321	2018	07.12.2015	0000254299.90
238335	2018	07.12.2015	0000357058.32
238531	2018	07.12.2015	0000080578.69
238726	2018	07.12.2015	0000106675.92
238774	2018	07.12.2015	0000211646.15
238967	2018	07.12.2015	0000272801.84
238968	2018	07.12.2015	0000046118.30
239144	2018	07.12.2015	0000245424.62
239225	2018	07.12.2015	0000028556.90
239258	2018	07.12.2015	0000014448.24
239279	2018	07.12.2015	0000308299.49
239280	2018	07.12.2015	0000188692.44
239465	2018	07.12.2015	0000252726.30
239595	2018	07.12.2015	0000098095.84
239880	2018	07.12.2015	0000223136.32
239953	2018	07.12.2015	0000166556.62
240194	2018	07.12.2015	0000438407.18
240209	2018	07.12.2015	0000478400.74
240286	2018	07.12.2015	0000115482.16
240290	2018	07.12.2015	0000223906.88
240300	2018	07.12.2015	0000179603.65
240304	2018	07.12.2015	0000074538.52
240329	2018	07.12.2015	0000371769.20
240330	2018	07.12.2015	0000230228.24
240347	2018	07.12.2015	0000108730.14
240352	2018	07.12.2015	0000019675.42
240364	2018	07.12.2015	0000121275.69
240369	2018	07.12.2015	0000099606.18
240406	2018	07.12.2015	0000325497.07
240451	2018	07.12.2015	0000217228.96
240467	2018	07.12.2015	0000120921.62
240485	2018	07.12.2015	0000144734.12
240495	2018	07.12.2015	0000456577.44
240506	2018	07.12.2015	0000005359.72
240511	2018	07.12.2015	0000200398.46
240512	2018	07.12.2015	0000099529.40
240517	2018	07.12.2015	0000306809.72
240564	2018	07.12.2015	0000158859.86
240577	2018	07.12.2015	0000228679.30
240591	2018	07.12.2015	0000153369.05
240621	2018	07.12.2015	0000088146.50
240633	2018	07.12.2015	0000237019.79
240646	2018	07.12.2015	0000081343.60
240685	2018	07.12.2015	0000127351.86
240704	2018	07.12.2015	0000116251.76
240705	2018	07.12.2015	0000027278.92
240706	2018	07.12.2015	0000197120.48
240716	2018	07.12.2015	0000337998.76
240717	2018	07.12.2015	0000592124.88
240730	2018	07.12.2015	0000536817.16
240738	2018	07.12.2015	0000031670.65
240752	2018	07.12.2015	0000094007.71
240757	2018	07.12.2015	0000424485.86
240759	2018	07.12.2015	0000017424.81
240777	2018	07.12.2015	0000172661.28
240790	2018	07.12.2015	0000147841.42
240794	2018	07.12.2015	0000073604.80
240811	2018	07.12.2015	0000146828.48
240813	2018	07.12.2015	0000132799.17
240820	2018	07.12.2015	0000030326.43
240821	2018	07.12.2015	0000029588.14
240822	2018	07.12.2015	0000140769.14
240828	2018	07.12.2015	0000054364.70
240852	2018	07.12.2015	0000124233.29
240875	2018	07.12.2015	0000489583.34
240896	2018	07.12.2015	0000044286.70
240912	2018	07.12.2015	0000029063.62
240919	2018	07.12.2015	0000256055.76
240932	2018	07.12.2015	0000326612.23
240947	2018	07.12.2015	0000290775.15
240956	2018	07.12.2015	0000084127.33
240962	2018	07.12.2015	0000049655.61
240969	2018	07.12.2015	0000061122.72
240971	2018	07.12.2015	0000247379.72
240978	2018	07.12.2015	0000226374.65
241003	2018	07.12.2015	0000349425.26
241014	2018	07.12.2015	0000234805.60
241018	2018	07.12.2015	0000087503.34
241030	2018	07.12.2015	0000075359.49
241034	2018	07.12.2015	0000028546.76
241046	2018	07.12.2015	0000415014.96
241047	2018	07.12.2015	0000024479.48
241056	2018	07.12.2015	0000066544.22
241093	2018	07.12.2015	0000145347.16
241104	2018	07.12.2015	0000082448.50
241110	2018	07.12.2015	0000029100.03
241158	2018	07.12.2015	0000147180.06
241160	2018	07.12.2015	0000152753.70
241187	2018	07.12.2015	0000041627.74
241197	2018	07.12.2015	0000013937.08
241200	2018	07.12.2015	0000089079.06
241208	2018	07.12.2015	0000097410.04
241215	2018	07.12.2015	0000242343.61
241219	2018	07.12.2015	0000171356.38
241230	2018	07.12.2015	0000088636.01
241242	2018	07.12.2015	0000024407.85
241262	2018	07.12.2015	0000032711.67
241269	2018	07.12.2015	0000124845.56
241270	2018	07.12.2015	0000121122.34
241278	2018	07.12.2015	0000090826.81
241279	2018	07.12.2015	0000324352.43
241280	2018	07.12.2015	0000228253.78
241295	2018	07.12.2015	0000109402.86
241301	2018	07.12.2015	0000215726.10
241304	2018	07.12.2015	0000093490.51
241305	2018	07.12.2015	0000070691.88
241319	2018	07.12.2015	0000219890.77
241331	2018	07.12.2015	0000303632.32
241334	2018	07.12.2015	0000007870.76
241335	2018	07.12.2015	0000015458.06
241340	2018	07.12.2015	0000254694.26
241373	2018	07.12.2015	0000306406.34
241375	2018	07.12.2015	0000072721.20
241376	2018	07.12.2015	0000052857.68
241379	2018	07.12.2015	0000484490.25
241383	2018	07.12.2015	0000051212.80
241385	2018	07.12.2015	0000049254.66
241406	2018	07.12.2015	0000243325.40
241413	2018	07.12.2015	0000185891.37
241416	2018	07.12.2015	0000078362.94
241437	2018	07.12.2015	0000026869.72
241440	2018	07.12.2015	0000137463.89
241442	2018	07.12.2015	0000157075.55
241444	2018	07.12.2015	0000067549.69
241456	2018	07.12.2015	0000060643.22
241462	2018	07.12.2015	0000175471.97
241470	2018	07.12.2015	0000031188.21
241476	2018	07.12.2015	0000150684.05
241481	2018	07.12.2015	0000198552.94
241495	2018	07.12.2015	0000141013.26
241502	2018	07.12.2015	0000017103.32
241516	2018	07.12.2015	0000101103.29
241517	2018	07.12.2015	0000259566.42
241522	2018	07.12.2015	0000075314.17
241525	2018	07.12.2015	0000117298.54
241556	2018	07.12.2015	0000006430.72
241557	2018	07.12.2015	0000070703.12
241566	2018	07.12.2015	0000218267.88
241576	2018	07.12.2015	0000072478.10
241577	2018	07.12.2015	0000266582.70
241587	2018	07.12.2015	0000076580.85
241605	2018	07.12.2015	0000105413.17
241608	2018	07.12.2015	0000053115.18
241610	2018	07.12.2015	0000121940.74
241621	2018	07.12.2015	0000153362.38
241624	2018	07.12.2015	0000321648.48
241633	2018	07.12.2015	0000042361.48
241635	2018	07.12.2015	0000082335.90
241641	2018	07.12.2015	0000377365.64
241654	2018	07.12.2015	0000077840.45
241655	2018	07.12.2015	0000060871.94
241673	2018	07.12.2015	0000265501.13
241675	2018	07.12.2015	0000192545.40
241677	2018	07.12.2015	0000052058.83
241682	2018	07.12.2015	0000095501.92
241686	2018	07.12.2015	0000186398.92
241688	2018	07.12.2015	0000156199.88
241689	2018	07.12.2015	0000165212.68
241695	2018	07.12.2015	0000206284.21
241702	2018	07.12.2015	0000045865.91
241706	2018	07.12.2015	0000039483.86
241739	2018	07.12.2015	0000113049.78
241741	2018	07.12.2015	0000076167.96
241754	2018	07.12.2015	0000046148.08
241755	2018	07.12.2015	0000293795.32
241761	2018	07.12.2015	0000169353.76
241763	2018	07.12.2015	0000004936.59
241764	2018	07.12.2015	0000055720.25
241770	2018	07.12.2015	0000063276.29
241774	2018	07.12.2015	0000221027.19
241776	2018	07.12.2015	0000075203.59
241777	2018	07.12.2015	0000132423.10
241789	2018	07.12.2015	0000034024.78
241791	2018	07.12.2015	0000050364.00
241798	2018	07.12.2015	0000003374.80
241819	2018	07.12.2015	0000062189.11
241821	2018	07.12.2015	0000186201.60
241822	2018	07.12.2015	0000073444.94
241827	2018	07.12.2015	0000086590.80
241833	2018	07.12.2015	0000100569.77
241834	2018	07.12.2015	0000143387.76
241841	2018	07.12.2015	0000418239.30
241843	2018	07.12.2015	0000036802.25
241847	2018	07.12.2015	0000069420.11
241848	2018	07.12.2015	0000089227.86
241854	2018	07.12.2015	0000323204.42
241856	2018	07.12.2015	0000148437.71
241857	2018	07.12.2015	0000120663.95
241861	2018	07.12.2015	0000090808.11
241864	2018	07.12.2015	0000331713.54
241878	2018	07.12.2015	0000251565.52
241881	2018	07.12.2015	0000257185.93
241882	2018	07.12.2015	0000054699.44
241883	2018	07.12.2015	0000049313.28
241886	2018	07.12.2015	0000107185.28
241890	2018	07.12.2015	0000011753.87
241893	2018	07.12.2015	0000005566.03
241901	2018	07.12.2015	0000145782.90
241903	2018	07.12.2015	0000077373.52
241907	2018	07.12.2015	0000152836.99
241910	2018	07.12.2015	0000046615.17
241913	2018	07.12.2015	0000066529.41
241921	2018	07.12.2015	0000067644.96
241926	2018	07.12.2015	0000046407.60
241929	2018	07.12.2015	0000020663.64
241931	2018	07.12.2015	0000003812.32
241953	2018	07.12.2015	0000100882.95
241955	2018	07.12.2015	0000036353.58
241958	2018	07.12.2015	0000084408.24
241966	2018	07.12.2015	0000005539.14
241967	2018	07.12.2015	0000191068.30
241976	2018	07.12.2015	0000042647.36
241985	2018	07.12.2015	0000115231.12
241988	2018	07.12.2015	0000165859.50
241994	2018	07.12.2015	0000124336.66
241995	2018	07.12.2015	0000076840.92
242005	2018	07.12.2015	0000059601.03
242006	2018	07.12.2015	0000035537.80
242007	2018	07.12.2015	0000109012.38
242008	2018	07.12.2015	0000084105.78
242015	2018	07.12.2015	0000069041.22
242016	2018	07.12.2015	0000010364.20
242017	2018	07.12.2015	0000116454.04
242028	2018	07.12.2015	0000066440.97
242030	2018	07.12.2015	0000058016.36
242032	2018	07.12.2015	0000017666.31
242033	2018	07.12.2015	0000042342.46
242034	2018	07.12.2015	0000000659.43
242036	2018	07.12.2015	0000024968.02
242039	2018	07.12.2015	0000061661.13
242040	2018	07.12.2015	0000050659.80
242043	2018	07.12.2015	0000028896.92
242045	2018	07.12.2015	0000074417.76
242047	2018	07.12.2015	0000130450.30
242053	2018	07.12.2015	0000035351.16
242054	2018	07.12.2015	0000037717.23
242064	2018	07.12.2015	0000125545.32
242066	2018	07.12.2015	0000091612.22
242075	2018	07.12.2015	0000115207.02
242079	2018	07.12.2015	0000100366.04
242097	2018	07.12.2015	0000076763.80
242098	2018	07.12.2015	0000002130.02
242100	2018	07.12.2015	0000078139.62
242103	2018	07.12.2015	0000084373.06
242104	2018	07.12.2015	0000032816.57
242105	2018	07.12.2015	0000062841.37
242107	2018	07.12.2015	0000053586.06
242110	2018	07.12.2015	0000066755.74
242111	2018	07.12.2015	0000017143.28
242114	2018	07.12.2015	0000101284.67
242117	2018	07.12.2015	0000045496.51
242119	2018	07.12.2015	0000024047.74
242122	2018	07.12.2015	0000022119.10
242124	2018	07.12.2015	0000255162.26
242126	2018	07.12.2015	0000091846.00
242130	2018	07.12.2015	0000068897.04
242131	2018	07.12.2015	0000033348.48
242132	2018	07.12.2015	0000035613.30
242134	2018	07.12.2015	0000033603.34
242138	2018	07.12.2015	0000054274.61
242141	2018	07.12.2015	0000032157.22
242142	2018	07.12.2015	0000019182.24
242143	2018	07.12.2015	0000016703.16
242150	2018	07.12.2015	0000023223.44
242151	2018	07.12.2015	0000176522.78
242153	2018	07.12.2015	0000043076.56
242155	2018	07.12.2015	0000033519.00
242162	2018	07.12.2015	0000054790.08
242166	2018	07.12.2015	0000049726.16
242169	2018	07.12.2015	0000038058.10
242171	2018	07.12.2015	0000009474.27
242174	2018	07.12.2015	0000037738.34
242178	2018	07.12.2015	0000019069.66
242179	2018	07.12.2015	0000027069.51
242183	2018	07.12.2015	0000058307.44
242188	2018	07.12.2015	0000059550.16
242190	2018	07.12.2015	0000100213.72
242192	2018	07.12.2015	0000020275.84
242198	2018	07.12.2015	0000115886.06
242199	2018	07.12.2015	0000072931.11
242202	2018	07.12.2015	0000048558.30
242204	2018	07.12.2015	0000085860.98
242205	2018	07.12.2015	0000123868.30
242207	2018	07.12.2015	0000042961.70
242211	2018	07.12.2015	0000018862.77
242212	2018	07.12.2015	0000018369.80
242219	2018	07.12.2015	0000036369.34
242221	2018	07.12.2015	0000027051.84
242222	2018	07.12.2015	0000048383.96
242224	2018	07.12.2015	0000076727.75
242228	2018	07.12.2015	0000007486.22
242231	2018	07.12.2015	0000019574.90
242233	2018	07.12.2015	0000034014.36
242234	2018	07.12.2015	0000028202.34
242243	2018	07.12.2015	0000041010.44
242244	2018	07.12.2015	0000013963.33
242247	2018	07.12.2015	0000081120.22
242251	2018	07.12.2015	0000017466.72
242252	2018	07.12.2015	0000034668.70
242255	2018	07.12.2015	0000027648.88
242258	2018	07.12.2015	0000021464.20
242259	2018	07.12.2015	0000045174.38
242262	2018	07.12.2015	0000039963.86
242267	2018	07.12.2015	0000029663.98
242272	2018	07.12.2015	0000019084.59
242275	2018	07.12.2015	0000020410.22
242276	2018	07.12.2015	0000017614.62
242277	2018	07.12.2015	0000022660.98
242278	2018	07.12.2015	0000012955.62
242281	2018	07.12.2015	0000012680.38
242282	2018	07.12.2015	0000056094.23
242284	2018	07.12.2015	0000025478.60
242286	2018	07.12.2015	0000022952.74
242288	2018	07.12.2015	0000012016.86
242290	2018	07.12.2015	0000021799.81
242295	2018	07.12.2015	0000002700.32
242297	2018	07.12.2015	0000014662.77
242299	2018	07.12.2015	0000087983.79
242303	2018	07.12.2015	0000021807.56
242304	2018	07.12.2015	0000010113.01
242308	2018	07.12.2015	0000009843.84
242313	2018	07.12.2015	0000025939.38
242316	2018	07.12.2015	0000019773.22
242323	2018	07.12.2015	0000003112.02
242324	2018	07.12.2015	0000005481.52
242395	2018	07.12.2015	0000000505.42
241887	2018	07.12.2015	0000093147.51
240637	2018	07.12.2015	0000471279.96
241491	2018	07.12.2015	0000350870.90
